intersection_name,latitude,longitude,hour,day_of_week,is_peak_hour,is_weekend,vehicle_flow,congestion_index,accidents_last_12m,climate_condition,intersection_type,risk_label,tenant_id
Cra 15 con Calle 72,4.661468317675071,-74.05738849885773,13,5,0,1,385.7,0.115,2,0,0,0,metro_agency
Calle 80 con Av. Boyaca,4.69828989871451,-74.11250349151804,6,3,0,0,273.0,0.304,2,0,0,0,bogota
Cra 7 con Calle 45,4.636190619198806,-74.06420057258,18,1,1,0,1274.9,0.674,2,0,0,1,bogota
Av. Caracas con Calle 53,4.643370841254291,-74.0734829600382,18,2,1,0,1098.0,0.657,6,0,2,1,metro_agency
Cra 11 con Calle 93,4.679680026223239,-74.05043116780705,17,3,1,0,1754.0,0.453,0,1,0,1,bogota
Calle 170 con Cra 7,4.752664998112838,-74.04154134961509,13,4,0,0,685.1,0.253,0,0,0,0,bogota
Av. 68 con Calle 26,4.606835010984336,-74.11090770608754,1,0,0,0,348.5,0.097,0,0,0,0,metro_agency
Cra 30 con Calle 45,4.635835448950674,-74.10142451062676,6,2,0,0,496.0,0.0,6,0,0,0,bogota
Calle 13 con Cra 50,4.603971215052036,-74.10855191607553,20,0,0,0,436.9,0.451,3,0,0,0,bogota
Av. Suba con Cra 91,4.723394058163533,-74.09276493414252,11,2,0,0,515.3,0.071,2,1,0,0,metro_agency
Cra 7 con Calle 116,4.697899328151827,-74.04219621085814,8,4,1,0,1760.1,0.286,0,1,1,0,bogota
Calle 63 con Av. Caracas,4.652533299012022,-74.07439403429312,5,0,0,0,498.5,0.274,1,0,0,0,bogota
Av. Boyaca con Calle 80,4.69632869485516,-74.11116967670885,16,6,0,1,496.5,0.026,2,1,0,0,metro_agency
Cra 19 con Calle 100,4.686981420327585,-74.0657750826848,16,2,0,0,668.6,0.094,2,0,2,0,bogota
Calle 26 con Cra 50,4.60693621331968,-74.11000774677483,17,6,1,1,1268.2,0.261,3,0,2,1,bogota
Av. Ciudad de Cali con Calle 80,4.697805975146377,-74.12654525706135,7,0,1,0,1033.9,0.48,1,0,0,0,metro_agency
Cra 7 con Calle 32,4.618625335272023,-74.07838594872041,10,3,0,0,590.4,0.155,1,0,0,0,bogota
Cra 7 con Calle 26,4.607441693277938,-74.08225476709434,15,6,0,1,367.0,0.0,1,0,1,0,bogota
Calle 100 con Autopista Norte,4.687143150247667,-74.04420493710052,13,3,0,0,595.6,0.41,1,0,0,0,metro_agency
Av. Eldorado con Cra 30,4.647228076018723,-74.10346191296998,12,5,0,1,811.5,0.0,1,0,2,0,bogota
Cra 15 con Calle 72,4.659395112938237,-74.05590046554634,7,3,1,0,1656.2,0.524,4,0,2,1,bogota
Calle 80 con Av. Boyaca,4.70045679091585,-74.11286802621433,16,1,0,0,596.5,0.334,0,0,0,0,metro_agency
Cra 7 con Calle 45,4.634391368418127,-74.0672469193509,16,1,0,0,670.2,0.364,1,0,0,0,bogota
Av. Caracas con Calle 53,4.642352458994628,-74.074557380931,13,3,0,0,532.3,0.241,0,0,0,0,bogota
Cra 11 con Calle 93,4.6771723350667616,-74.05091912469473,8,2,1,0,767.2,0.63,3,0,0,1,metro_agency
Calle 170 con Cra 7,4.754049939732155,-74.04485597306359,13,4,0,0,289.8,0.0,1,0,0,0,bogota
Av. 68 con Calle 26,4.607177443591105,-74.11015427840834,18,0,1,0,1156.4,0.647,2,1,0,1,bogota
Cra 30 con Calle 45,4.6369547359268415,-74.10354851844873,4,2,0,0,511.1,0.404,0,1,0,0,metro_agency
Calle 13 con Cra 50,4.602809508762855,-74.111384587974,16,6,0,1,112.2,0.245,3,2,1,1,bogota
Av. Suba con Cra 91,4.7232949592472275,-74.09247526176487,6,3,0,0,729.8,0.45,3,0,1,0,bogota
Cra 7 con Calle 116,4.6988681848481795,-74.04271218506995,12,0,0,0,399.6,0.0,0,1,2,0,metro_agency
Calle 63 con Av. Caracas,4.65217245381047,-74.07319890733936,7,4,1,0,1381.1,1.0,1,1,0,1,bogota
Av. Boyaca con Calle 80,4.698233131510734,-74.10963463835583,2,5,0,1,714.8,0.212,3,0,1,0,bogota
Cra 19 con Calle 100,4.687301941585194,-74.06444125811672,9,1,1,0,1146.6,0.623,3,0,2,1,metro_agency
Calle 26 con Cra 50,4.606158658991008,-74.11000203459756,19,0,1,0,868.3,0.361,0,1,2,1,bogota
Av. Ciudad de Cali con Calle 80,4.698076163439378,-74.12935918514836,22,1,0,0,638.0,0.207,0,0,2,0,bogota
Cra 7 con Calle 32,4.620972413048359,-74.07449434513336,10,4,0,0,579.2,0.0,4,2,2,0,metro_agency
Cra 7 con Calle 26,4.609205097713505,-74.08235215522349,6,3,0,0,600.4,0.412,1,1,1,0,bogota
Calle 100 con Autopista Norte,4.684400359047695,-74.0451653708511,7,2,1,0,1093.5,0.58,1,0,0,0,bogota
Av. Eldorado con Cra 30,4.6463575539971105,-74.10099146762015,4,5,0,1,287.0,0.0,2,1,0,0,metro_agency
Cra 15 con Calle 72,4.65894984926293,-74.05884773076829,17,5,1,1,1650.3,0.264,0,1,1,0,bogota
Calle 80 con Av. Boyaca,4.697453933339299,-74.10984555945997,16,3,0,0,933.1,0.436,1,2,2,1,bogota
Cra 7 con Calle 45,4.634899420263926,-74.06268442370285,8,6,1,1,1273.1,0.476,3,1,0,1,metro_agency
Av. Caracas con Calle 53,4.641568711882159,-74.07340510036754,15,6,0,1,812.2,0.055,1,2,1,0,bogota
Cra 11 con Calle 93,4.678280929826455,-74.05149384247657,9,4,1,0,1259.1,0.626,20,1,1,2,bogota
Calle 170 con Cra 7,4.752770196084571,-74.04404079474907,7,3,1,0,648.2,0.929,9,0,1,2,metro_agency
Av. 68 con Calle 26,4.607325416683422,-74.11078797273328,23,1,0,0,603.6,0.091,1,0,2,0,bogota
Cra 30 con Calle 45,4.63588352252282,-74.1011198972534,3,4,0,0,351.7,0.276,1,0,0,0,bogota
Calle 13 con Cra 50,4.602598860244379,-74.1111295237177,17,4,1,0,1294.6,0.89,4,0,0,1,metro_agency
Av. Suba con Cra 91,4.723594629040105,-74.09069335201131,13,2,0,0,851.3,0.244,3,0,0,0,bogota
Cra 7 con Calle 116,4.699292444397964,-74.04332531834932,22,5,0,1,650.6,0.0,1,1,0,0,bogota
Calle 63 con Av. Caracas,4.65260974388574,-74.07378093245848,14,5,0,1,734.2,0.0,0,0,1,0,metro_agency
Av. Boyaca con Calle 80,4.699475440826086,-74.11071522462606,18,3,1,0,797.9,0.573,4,0,0,1,bogota
Cra 19 con Calle 100,4.687390460200603,-74.06735541850021,14,0,0,0,586.4,0.317,2,1,0,0,bogota
Calle 26 con Cra 50,4.607982404034362,-74.1102556763339,22,1,0,0,696.1,0.0,0,0,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.695906955105061,-74.12913112652762,11,1,0,0,709.6,0.36,2,1,1,0,bogota
Cra 7 con Calle 32,4.6194218325238,-74.07782011717296,6,6,0,1,845.9,0.0,1,2,1,0,bogota
Cra 7 con Calle 26,4.609174097431137,-74.08195229653562,10,0,0,0,649.3,0.056,1,0,2,0,metro_agency
Calle 100 con Autopista Norte,4.68716914577755,-74.04464399741514,14,0,0,0,525.5,0.337,0,0,1,0,bogota
Av. Eldorado con Cra 30,4.646472123235691,-74.10187774521661,7,5,1,1,1820.6,0.499,2,0,1,1,bogota
Cra 15 con Calle 72,4.6608305937678765,-74.0584715643711,15,4,0,0,393.7,0.0,3,1,1,0,metro_agency
Calle 80 con Av. Boyaca,4.699875000544076,-74.11218407331675,5,3,0,0,454.4,0.174,4,0,1,0,bogota
Cra 7 con Calle 45,4.636098007737238,-74.06543794605896,6,0,0,0,535.5,0.493,1,0,0,0,bogota
Av. Caracas con Calle 53,4.644888601557446,-74.07483525418496,22,2,0,0,569.1,0.06,1,0,0,0,metro_agency
Cra 11 con Calle 93,4.675480239969789,-74.05054150333088,14,5,0,1,271.9,0.136,2,1,0,0,bogota
Calle 170 con Cra 7,4.752514812103984,-74.04477873262985,11,6,0,1,531.0,0.295,1,1,1,0,bogota
Av. 68 con Calle 26,4.607730801765788,-74.11118624769163,12,3,0,0,577.5,0.172,1,0,0,0,metro_agency
Cra 30 con Calle 45,4.635514797289421,-74.10081660489396,6,3,0,0,727.9,0.227,1,0,0,0,bogota
Calle 13 con Cra 50,4.6035942782203945,-74.11055863172288,8,0,1,0,1587.4,0.651,4,0,2,1,bogota
Av. Suba con Cra 91,4.724385879816226,-74.09230996071781,6,2,0,0,830.4,0.188,5,1,1,0,metro_agency
Cra 7 con Calle 116,4.6983787264027095,-74.04378481015489,5,5,0,1,381.9,0.02,2,0,0,0,bogota
Calle 63 con Av. Caracas,4.6502372916090975,-74.074498252757,8,0,1,0,1603.4,0.749,7,0,1,1,bogota
Av. Boyaca con Calle 80,4.69775547697895,-74.10940791353117,9,4,1,0,1179.3,0.482,3,0,2,1,metro_agency
Cra 19 con Calle 100,4.685285166206361,-74.0649597852503,7,1,1,0,1342.7,0.389,0,0,0,0,bogota
Calle 26 con Cra 50,4.608928072898388,-74.1094821140749,17,3,1,0,1442.7,0.703,5,0,1,1,bogota
Av. Ciudad de Cali con Calle 80,4.698767378603796,-74.12896594084962,14,1,0,0,806.2,0.029,0,0,1,0,metro_agency
Cra 7 con Calle 32,4.6190940011141794,-74.07487697843487,15,6,0,1,720.0,0.0,1,1,2,0,bogota
Cra 7 con Calle 26,4.610962048105904,-74.08008747260622,14,1,0,0,662.7,0.206,2,0,0,0,bogota
Calle 100 con Autopista Norte,4.687008824078219,-74.0432947754547,9,6,1,1,1429.1,0.704,6,0,0,1,metro_agency
Av. Eldorado con Cra 30,4.646344839354976,-74.10277374124225,9,2,1,0,1446.6,0.787,3,0,0,1,bogota
Cra 15 con Calle 72,4.658003410880542,-74.05597012114562,10,6,0,1,719.1,0.0,1,0,0,0,bogota
Calle 80 con Av. Boyaca,4.698324950967486,-74.11073400027446,10,3,0,0,590.8,0.318,0,0,2,0,metro_agency
Cra 7 con Calle 45,4.635537876029379,-74.06522753586019,4,2,0,0,651.3,0.017,4,1,0,0,bogota
Av. Caracas con Calle 53,4.641176743239879,-74.07283026307968,11,6,0,1,556.0,0.008,3,2,0,0,bogota
Cra 11 con Calle 93,4.676588471325093,-74.05067063005261,16,6,0,1,775.9,0.137,0,0,2,0,metro_agency
Calle 170 con Cra 7,4.754010031157449,-74.04531774363257,7,3,1,0,890.7,0.898,7,0,0,1,bogota
Av. 68 con Calle 26,4.609368563884283,-74.11032705401145,19,2,1,0,1326.4,0.338,0,0,0,0,bogota
Cra 30 con Calle 45,4.637616797907853,-74.10085956850168,20,3,0,0,537.3,0.165,0,0,1,0,metro_agency
Calle 13 con Cra 50,4.603581810932509,-74.11032286526624,8,6,1,1,1173.4,0.597,1,1,1,1,bogota
Av. Suba con Cra 91,4.722002578244943,-74.0914006359502,10,1,0,0,323.7,0.506,1,0,0,0,bogota
Cra 7 con Calle 116,4.6980705656417,-74.04291296824961,21,3,0,0,812.7,0.31,1,1,1,0,metro_agency
Calle 63 con Av. Caracas,4.6526875569675665,-74.07467815957175,19,3,1,0,1445.7,0.981,5,0,1,1,bogota
Av. Boyaca con Calle 80,4.699312981252415,-74.1096271233048,6,3,0,0,519.8,0.0,1,0,1,0,bogota
Cra 19 con Calle 100,4.686499895572599,-74.06841162989214,7,3,1,0,1273.5,0.348,0,0,0,0,metro_agency
Calle 26 con Cra 50,4.608136387933186,-74.11229909534921,22,5,0,1,480.8,0.0,0,1,2,0,bogota
Av. Ciudad de Cali con Calle 80,4.698390944464601,-74.12734625406173,16,5,0,1,569.1,0.0,2,0,1,0,bogota
Cra 7 con Calle 32,4.6208742612265015,-74.07553848596574,20,0,0,0,568.8,0.0,3,0,0,0,metro_agency
Cra 7 con Calle 26,4.610338190733273,-74.082370590685,16,2,0,0,721.1,0.0,0,1,0,0,bogota
Calle 100 con Autopista Norte,4.687877845818996,-74.04345529014057,12,6,0,1,841.1,0.087,0,0,0,0,bogota
Av. Eldorado con Cra 30,4.648709389020011,-74.10272997880924,14,2,0,0,551.9,0.071,1,0,2,0,metro_agency
Cra 15 con Calle 72,4.659710163704107,-74.05611293164449,18,3,1,0,677.9,0.359,1,2,0,1,bogota
Calle 80 con Av. Boyaca,4.700053411847017,-74.11139589248766,12,1,0,0,601.3,0.052,1,0,2,0,bogota
Cra 7 con Calle 45,4.637044911587326,-74.0655280198109,14,0,0,0,641.0,0.139,1,0,1,0,metro_agency
Av. Caracas con Calle 53,4.644245711669713,-74.07362676728732,8,1,1,0,1362.4,0.484,2,0,0,0,bogota
Cra 11 con Calle 93,4.676341627732921,-74.0512262469818,6,0,0,0,805.8,0.164,1,0,2,0,bogota
Calle 170 con Cra 7,4.752773957758213,-74.0428765769803,19,3,1,0,1272.1,0.438,0,0,0,0,metro_agency
Av. 68 con Calle 26,4.6080606547401075,-74.10946835049684,7,4,1,0,1897.6,0.592,6,0,0,1,bogota
Cra 30 con Calle 45,4.6365717294412025,-74.10331810353425,8,1,1,0,577.7,0.508,1,0,1,1,bogota
Calle 13 con Cra 50,4.602566279744924,-74.10841395870288,15,1,0,0,432.7,0.139,1,0,1,0,metro_agency
Av. Suba con Cra 91,4.7242985528168076,-74.09182304650489,22,2,0,0,451.7,0.283,3,1,2,0,bogota
Cra 7 con Calle 116,4.6993386245536035,-74.04229098177528,16,5,0,1,588.4,0.153,3,1,1,0,bogota
Calle 63 con Av. Caracas,4.651701402156626,-74.07477560434822,8,1,1,0,1383.9,0.629,6,1,2,1,metro_agency
Av. Boyaca con Calle 80,4.6985588207971665,-74.11145630425912,6,3,0,0,852.8,0.264,1,0,2,0,bogota
Cra 19 con Calle 100,4.68712689946958,-74.06355020924246,18,0,1,0,1394.1,0.487,0,0,0,0,bogota
Calle 26 con Cra 50,4.609273640132568,-74.11022815220592,13,2,0,0,530.0,0.235,0,0,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.699054513852399,-74.12894093139906,12,0,0,0,476.8,0.159,0,0,1,0,bogota
Cra 7 con Calle 32,4.618820312300877,-74.0778412469221,16,4,0,0,617.8,0.339,1,0,0,0,bogota
Cra 7 con Calle 26,4.60904769219907,-74.08169887483506,10,0,0,0,618.4,0.545,1,1,0,0,metro_agency
Calle 100 con Autopista Norte,4.685394013479006,-74.04401652425767,13,1,0,0,218.1,0.164,4,0,2,0,bogota
Av. Eldorado con Cra 30,4.649242790250965,-74.0999823120973,11,1,0,0,479.6,0.06,1,0,1,0,bogota
Cra 15 con Calle 72,4.658819233827815,-74.05628142471586,12,4,0,0,849.7,0.058,0,0,2,0,metro_agency
Calle 80 con Av. Boyaca,4.699177808313406,-74.11016902882515,8,4,1,0,1543.2,0.246,1,1,0,0,bogota
Cra 7 con Calle 45,4.636440624252578,-74.06307895259319,10,0,0,0,628.2,0.087,0,0,0,0,bogota
Av. Caracas con Calle 53,4.641615457644367,-74.07371861642993,10,1,0,0,503.2,0.324,5,1,0,0,metro_agency
Cra 11 con Calle 93,4.677629337996746,-74.04855892388544,10,3,0,0,570.3,0.496,1,0,0,0,bogota
Calle 170 con Cra 7,4.755347942684538,-74.04591917759205,3,0,0,0,239.1,0.553,0,1,1,0,bogota
Av. 68 con Calle 26,4.608487381722589,-74.11102850108595,14,0,0,0,1054.6,0.383,1,1,0,0,metro_agency
Cra 30 con Calle 45,4.637294624773349,-74.10306658048896,11,2,0,0,514.4,0.326,0,1,1,0,bogota
Calle 13 con Cra 50,4.60159224296931,-74.11084926230048,17,2,1,0,1085.5,0.71,0,0,1,1,bogota
Av. Suba con Cra 91,4.725079749193049,-74.09001290674456,14,6,0,1,714.4,0.0,7,0,0,0,metro_agency
Cra 7 con Calle 116,4.69813762835122,-74.04223195799985,14,1,0,0,390.8,0.0,3,0,1,0,bogota
Calle 63 con Av. Caracas,4.652165102845923,-74.07399854495344,13,1,0,0,642.0,0.322,5,1,0,0,bogota
Av. Boyaca con Calle 80,4.699436892384309,-74.11081119110727,13,0,0,0,555.2,0.031,0,0,1,0,metro_agency
Cra 19 con Calle 100,4.687081727999914,-74.06552656475421,22,2,0,0,1069.4,0.167,4,0,0,0,bogota
Calle 26 con Cra 50,4.60972500841504,-74.10882963600983,18,6,1,1,976.1,0.291,0,1,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.698865079395668,-74.12753404890496,9,5,1,1,1680.1,0.324,0,2,2,1,metro_agency
Cra 7 con Calle 32,4.620483757293811,-74.07694709653143,16,0,0,0,662.3,0.285,2,0,1,0,bogota
Cra 7 con Calle 26,4.610352586572659,-74.08283309243845,9,2,1,0,777.4,0.565,1,1,1,1,bogota
Calle 100 con Autopista Norte,4.685324491314232,-74.04478071611332,16,0,0,0,496.7,0.284,1,0,0,0,metro_agency
Av. Eldorado con Cra 30,4.647459210737394,-74.10180949605744,5,1,0,0,724.2,0.055,2,1,1,0,bogota
Cra 15 con Calle 72,4.659579759797927,-74.05712060426855,8,2,1,0,906.8,0.682,5,0,0,1,bogota
Calle 80 con Av. Boyaca,4.6994235416159755,-74.11021854571618,4,5,0,1,524.6,0.0,1,1,1,0,metro_agency
Cra 7 con Calle 45,4.634642829272901,-74.06577522154663,14,1,0,0,254.0,0.194,1,1,2,0,bogota
Av. Caracas con Calle 53,4.643996774299762,-74.07393865995934,5,4,0,0,651.8,0.523,1,0,2,0,bogota
Cra 11 con Calle 93,4.6766354399690755,-74.05085494756865,18,3,1,0,1512.9,0.853,1,0,0,1,metro_agency
Calle 170 con Cra 7,4.754229759115871,-74.04355277867191,22,2,0,0,690.1,0.259,0,1,1,0,bogota
Av. 68 con Calle 26,4.6076280382976735,-74.11135425795814,15,5,0,1,312.0,0.181,1,0,0,0,bogota
Cra 30 con Calle 45,4.637000225650901,-74.10127529923908,15,6,0,1,295.2,0.0,0,1,0,0,metro_agency
Calle 13 con Cra 50,4.603865267723518,-74.11188201264255,9,4,1,0,1456.3,0.287,2,0,2,1,bogota
Av. Suba con Cra 91,4.724086237347804,-74.09057571715093,6,5,0,1,549.0,0.0,2,0,0,0,bogota
Cra 7 con Calle 116,4.698202084295467,-74.04348956333911,7,5,1,1,1281.6,0.143,0,2,2,1,metro_agency
Calle 63 con Av. Caracas,4.653358736152371,-74.07466610993214,15,1,0,0,229.0,0.358,0,0,2,0,bogota
Av. Boyaca con Calle 80,4.698168768106396,-74.11189969373552,17,0,1,0,714.0,0.758,2,0,1,1,bogota
Cra 19 con Calle 100,4.685070952869743,-74.0662136632896,19,2,1,0,1138.3,0.58,3,0,2,1,metro_agency
Calle 26 con Cra 50,4.607095602983779,-74.1087532016027,16,3,0,0,654.6,0.225,0,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.6990338512915,-74.12879375953854,13,4,0,0,920.7,0.149,0,1,1,0,bogota
Cra 7 con Calle 32,4.619092360788304,-74.07793417515198,16,1,0,0,421.8,0.395,1,0,1,0,metro_agency
Cra 7 con Calle 26,4.608353553329472,-74.0827466364806,6,0,0,0,455.8,0.016,2,0,0,0,bogota
Calle 100 con Autopista Norte,4.688643570095148,-74.04450368139531,18,6,1,1,1108.1,0.333,2,1,0,0,bogota
Av. Eldorado con Cra 30,4.648088153529736,-74.10377001924691,12,1,0,0,625.9,0.0,3,0,0,0,metro_agency
Cra 15 con Calle 72,4.659618880713777,-74.0559761790972,4,5,0,1,575.6,0.028,3,0,2,0,bogota
Calle 80 con Av. Boyaca,4.697885281612949,-74.1092314849447,9,3,1,0,1240.5,0.57,4,2,0,1,bogota
Cra 7 con Calle 45,4.633651865738443,-74.06346516111792,5,4,0,0,510.7,0.18,3,0,0,0,metro_agency
Av. Caracas con Calle 53,4.642137870943236,-74.07456040767819,15,2,0,0,863.4,0.157,0,0,1,0,bogota
Cra 11 con Calle 93,4.67665067274331,-74.05199082249284,11,4,0,0,897.5,0.0,4,0,1,0,bogota
Calle 170 con Cra 7,4.7533451338321004,-74.04441095915054,17,5,1,1,928.7,0.07,0,0,0,0,metro_agency
Av. 68 con Calle 26,4.609378116217327,-74.11149741056425,6,2,0,0,527.8,0.0,0,2,0,0,bogota
Cra 30 con Calle 45,4.6363646013077275,-74.10256184868585,5,6,0,1,679.3,0.036,2,0,0,0,bogota
Calle 13 con Cra 50,4.604585428366852,-74.10879296940735,11,3,0,0,661.8,0.081,0,1,1,0,metro_agency
Av. Suba con Cra 91,4.723680436184171,-74.09142822809793,18,5,1,1,1174.3,0.588,1,0,0,0,bogota
Cra 7 con Calle 116,4.6988576592559195,-74.04303660493747,4,0,0,0,551.1,0.335,1,1,2,0,bogota
Calle 63 con Av. Caracas,4.650483534250344,-74.07368682392566,7,5,1,1,1004.8,0.451,6,0,0,1,metro_agency
Av. Boyaca con Calle 80,4.699439131097963,-74.1104709954477,9,0,1,0,1254.9,0.564,2,0,0,0,bogota
Cra 19 con Calle 100,4.687864120730608,-74.06660985254912,14,3,0,0,516.6,0.233,0,0,1,0,bogota
Calle 26 con Cra 50,4.610184553726544,-74.10937256474968,18,1,1,0,1111.7,0.516,3,0,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.698473790919931,-74.12742235727232,12,5,0,1,686.3,0.004,0,2,0,0,bogota
Cra 7 con Calle 32,4.618899224224474,-74.07658740522075,16,4,0,0,462.9,0.382,1,0,0,0,bogota
Cra 7 con Calle 26,4.609296214074076,-74.08210200531792,19,2,1,0,845.5,0.37,1,0,0,0,metro_agency
Calle 100 con Autopista Norte,4.685299636791645,-74.04591202968712,9,0,1,0,853.0,0.653,7,1,2,2,bogota
Av. Eldorado con Cra 30,4.6474893257798024,-74.102425623966,17,0,1,0,932.7,0.486,0,1,0,1,bogota
Cra 15 con Calle 72,4.658154485002982,-74.05692865092267,15,4,0,0,816.2,0.372,1,0,1,0,metro_agency
Calle 80 con Av. Boyaca,4.699641014067427,-74.11106651995284,23,2,0,0,645.2,0.138,1,0,1,0,bogota
Cra 7 con Calle 45,4.635652908010074,-74.06424999285711,8,6,1,1,1255.8,0.488,3,0,1,1,bogota
Av. Caracas con Calle 53,4.641869495620852,-74.07273572110756,19,5,1,1,930.2,0.538,4,0,0,1,metro_agency
Cra 11 con Calle 93,4.676243540828578,-74.04946781739022,15,6,0,1,471.3,0.0,0,0,0,0,bogota
Calle 170 con Cra 7,4.753936704963693,-74.04442394046164,15,3,0,0,685.9,0.299,1,1,2,0,bogota
Av. 68 con Calle 26,4.608818460180158,-74.1100179595474,17,0,1,0,1121.9,0.466,2,0,1,1,metro_agency
Cra 30 con Calle 45,4.636750678909606,-74.10102992153737,12,6,0,1,711.3,0.0,0,0,2,0,bogota
Calle 13 con Cra 50,4.6019883494246825,-74.11052412790224,6,6,0,1,438.9,0.015,1,1,0,0,bogota
Av. Suba con Cra 91,4.724415379163272,-74.0919603834132,4,6,0,1,712.3,0.0,4,0,0,0,metro_agency
Cra 7 con Calle 116,4.698228718993773,-74.04202104880068,9,3,1,0,1743.3,0.454,2,0,0,0,bogota
Calle 63 con Av. Caracas,4.651167172306195,-74.07427718331343,15,2,0,0,988.7,0.101,1,2,1,0,bogota
Av. Boyaca con Calle 80,4.698495276230799,-74.11147522329524,15,5,0,1,435.5,0.0,4,1,2,0,metro_agency
Cra 19 con Calle 100,4.686234090952876,-74.06510113368245,1,6,0,1,646.3,0.0,0,1,1,0,bogota
Calle 26 con Cra 50,4.606501454888959,-74.10855076289245,6,5,0,1,505.3,0.0,1,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.697667285294675,-74.12999458241144,17,6,1,1,1117.5,0.32,0,0,0,0,metro_agency
Cra 7 con Calle 32,4.6195735609377495,-74.07444275324127,21,0,0,0,779.0,0.208,2,1,2,0,bogota
Cra 7 con Calle 26,4.609085776440784,-74.08001627667845,12,3,0,0,1111.8,0.238,2,0,0,0,bogota
Calle 100 con Autopista Norte,4.685592240240784,-74.04346681057217,7,6,1,1,1243.3,0.695,1,0,2,1,metro_agency
Av. Eldorado con Cra 30,4.648842052721569,-74.10237124923923,9,4,1,0,761.6,0.44,2,1,0,1,bogota
Cra 15 con Calle 72,4.658857041746694,-74.0559503833764,21,4,0,0,778.6,0.158,1,1,1,0,bogota
Calle 80 con Av. Boyaca,4.697318256741428,-74.11278336200982,5,6,0,1,635.7,0.0,0,0,0,0,metro_agency
Cra 7 con Calle 45,4.63586699219669,-74.06526309708357,15,2,0,0,568.5,0.0,4,1,1,0,bogota
Av. Caracas con Calle 53,4.643222587691027,-74.07320174767248,16,4,0,0,178.7,0.195,0,2,2,0,bogota
Cra 11 con Calle 93,4.674978355517071,-74.05048122466623,14,0,0,0,687.4,0.203,3,1,1,0,metro_agency
Calle 170 con Cra 7,4.751299633644722,-74.04560628504585,11,2,0,0,537.4,0.417,2,0,2,0,bogota
Av. 68 con Calle 26,4.606855696282931,-74.11037259977489,2,3,0,0,690.2,0.252,3,0,1,0,bogota
Cra 30 con Calle 45,4.637039230623671,-74.09968337629833,14,5,0,1,739.3,0.0,4,1,1,0,metro_agency
Calle 13 con Cra 50,4.602825437900263,-74.10940492373668,15,0,0,0,755.8,0.06,0,1,0,0,bogota
Av. Suba con Cra 91,4.72406294097728,-74.09195759503072,19,5,1,1,1412.2,0.473,2,0,0,0,bogota
Cra 7 con Calle 116,4.698928182880504,-74.04371659049798,7,1,1,0,1121.2,0.606,0,0,0,0,metro_agency
Calle 63 con Av. Caracas,4.65312113429474,-74.07236616107586,17,4,1,0,1643.7,0.637,20,0,2,2,bogota
Av. Boyaca con Calle 80,4.698819109796462,-74.11052544922701,5,4,0,0,332.5,0.123,0,0,0,0,bogota
Cra 19 con Calle 100,4.686516663446369,-74.06780334328847,6,0,0,0,517.2,0.0,0,0,1,0,metro_agency
Calle 26 con Cra 50,4.606819566635013,-74.11088087640346,6,1,0,0,399.0,0.304,2,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.6964880795914254,-74.12838302827443,16,0,0,0,724.6,0.297,0,1,0,0,bogota
Cra 7 con Calle 32,4.6199635036326185,-74.07635079270267,9,2,1,0,1215.9,0.259,0,2,1,1,metro_agency
Cra 7 con Calle 26,4.61092758872974,-74.08281926730311,19,2,1,0,1332.9,0.786,5,1,1,1,bogota
Calle 100 con Autopista Norte,4.68720025380418,-74.0465729824456,15,5,0,1,191.2,0.0,1,1,0,0,bogota
Av. Eldorado con Cra 30,4.648221508249543,-74.10142917397754,7,4,1,0,1528.4,0.609,2,0,0,1,metro_agency
Cra 15 con Calle 72,4.660064519032063,-74.05733556343755,20,5,0,1,776.1,0.044,2,1,0,0,bogota
Calle 80 con Av. Boyaca,4.696905225936257,-74.11122825248307,11,4,0,0,175.5,0.271,2,1,0,0,bogota
Cra 7 con Calle 45,4.635387554993025,-74.06550198125205,17,5,1,1,2059.1,0.662,6,1,0,1,metro_agency
Av. Caracas con Calle 53,4.642229070344247,-74.07432912335375,17,6,1,1,969.7,0.305,1,1,0,0,bogota
Cra 11 con Calle 93,4.677725812643894,-74.05043335516733,16,4,0,0,822.0,0.492,3,1,1,1,bogota
Calle 170 con Cra 7,4.752123591577229,-74.0440400790665,21,5,0,1,650.8,0.028,0,0,0,0,metro_agency
Av. 68 con Calle 26,4.604959715544942,-74.10905603214813,12,5,0,1,862.6,0.0,1,1,1,0,bogota
Cra 30 con Calle 45,4.636707693050347,-74.10386322482164,7,1,1,0,1237.0,0.528,1,1,2,1,bogota
Calle 13 con Cra 50,4.603950229520262,-74.10715865382559,10,5,0,1,815.1,0.067,2,1,2,0,metro_agency
Av. Suba con Cra 91,4.723758912552744,-74.09153663714704,17,6,1,1,991.7,0.206,1,0,0,0,bogota
Cra 7 con Calle 116,4.699754582239155,-74.04443690426321,9,2,1,0,1378.4,0.802,1,0,0,1,bogota
Calle 63 con Av. Caracas,4.651384789247826,-74.07349025957407,6,3,0,0,597.7,0.153,0,0,0,0,metro_agency
